alignment_success,coherence,distinct_1,distinct_2,distinct_3,eos_generated,eos_metadata_mismatch,failure_status,generation_length,latency_per_token,legacy_method,method,method_family,perplexity,ppl_degradation,ppl_model_family,ppl_protocol,prompt_id,prompt_sentiment_class,repeated_bigram_rate,repeated_trigram_rate,repeated_unigram_rate,seed,source,source_eos_generated,target_probability,terminated_on_eos,total_latency
0,0.4375,0.5384615384615384,0.8333333333333334,1.0,False,False,success,32,0.020562718498695176,best_heuristic,v1_heuristic,v1_rad_scalar_reward,4.013438701629639,-0.39994995300073466,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000054,negative,0.16666666666666663,0.0,0.46153846153846156,1,read_only_v1_output,False,0.08050160855054855,False,0.6580069919582456
1,0.55,0.45454545454545453,0.6666666666666666,0.7,False,False,success,32,0.03585244534406229,learned_router,v1_router,v1_rad_scalar_reward,4.084611415863037,-0.38930890583500244,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000054,negative,0.33333333333333337,0.30000000000000004,0.5454545454545454,1,read_only_v1_output,False,0.8757476210594177,False,1.1472782510099933
0,0.55,0.38461538461538464,0.52,0.5833333333333334,False,False,success,32,0.0187912319379393,base_lm,v1_base,v1_rad_scalar_reward,8.706436157226562,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000055,negative,0.48,0.41666666666666663,0.6153846153846154,1,read_only_v1_output,False,0.0023703521583229303,False,0.6013194220140576
1,0.5,0.7241379310344828,0.9642857142857143,1.0,False,False,success,32,0.036657944812759524,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,16.6514949798584,0.9125500582735263,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000055,negative,0.0357142857142857,0.0,0.27586206896551724,1,read_only_v1_output,False,0.9989051818847656,False,1.1730542340083048
1,0.5,0.7241379310344828,0.9642857142857143,1.0,False,False,success,32,0.03621427359030349,best_heuristic,v1_heuristic,v1_rad_scalar_reward,17.013113021850586,0.9540846236757012,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000055,negative,0.0357142857142857,0.0,0.27586206896551724,1,read_only_v1_output,False,0.9988993406295776,False,1.1588567548897117
1,0.575,0.6896551724137931,0.8928571428571429,0.9629629629629629,False,False,success,32,0.02096555018943036,learned_router,v1_router,v1_rad_scalar_reward,11.900286674499512,0.3668378725343288,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000055,negative,0.1071428571428571,0.03703703703703709,0.31034482758620685,1,read_only_v1_output,False,0.9988501071929932,False,0.6708976060617715
0,0.5,0.7,0.9310344827586207,0.9642857142857143,False,False,success,32,0.035068372439127415,base_lm,v1_base,v1_rad_scalar_reward,5.604852676391602,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000056,negative,0.06896551724137934,0.0357142857142857,0.30000000000000004,1,read_only_v1_output,False,0.0018429881893098354,False,1.1221879180520773
1,0.5,0.9,1.0,1.0,False,False,success,32,0.03440878000037628,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,11.579297065734863,1.0659413787107073,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000056,negative,0.0,0.0,0.09999999999999998,1,read_only_v1_output,False,0.9988111257553101,False,1.101080960012041
0,0.5,0.75,0.9565217391304348,1.0,False,False,success,32,0.026781699220009614,best_heuristic,v1_heuristic,v1_rad_scalar_reward,9.846434593200684,0.7567695641091869,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000056,negative,0.04347826086956519,0.0,0.25,1,read_only_v1_output,False,0.0005701127229258418,False,0.8570143750403076
0,0.5,0.75,0.8888888888888888,0.9230769230769231,False,False,success,32,0.04225364974990953,learned_router,v1_router,v1_rad_scalar_reward,6.457448959350586,0.1521175189046869,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000056,negative,0.11111111111111116,0.07692307692307687,0.25,1,read_only_v1_output,False,0.0016021286137402058,False,1.3521167919971049
1,0.5125,0.3125,0.3333333333333333,0.35714285714285715,False,False,success,32,0.037711108780058566,base_lm,v1_base,v1_rad_scalar_reward,8.706436157226562,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000057,negative,0.6666666666666667,0.6428571428571428,0.6875,1,read_only_v1_output,False,0.9896905422210693,False,1.2067554809618741
1,0.5416666666666666,0.8571428571428571,1.0,1.0,False,False,success,32,0.037959399156534346,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,11.900286674499512,0.3668378725343288,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000057,negative,0.0,0.0,0.1428571428571429,1,read_only_v1_output,False,0.9934539794921875,False,1.214700773009099
1,0.5454545454545454,0.7857142857142857,1.0,1.0,False,False,success,32,0.034520315122790635,best_heuristic,v1_heuristic,v1_rad_scalar_reward,12.867278099060059,0.4779041466214499,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000057,negative,0.0,0.0,0.2142857142857143,1,read_only_v1_output,False,0.992117702960968,False,1.1046500839293003
1,0.5833333333333334,0.8,0.9285714285714286,1.0,False,False,success,32,0.03443855724981404,learned_router,v1_router,v1_rad_scalar_reward,13.858603477478027,0.591765359236573,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000057,negative,0.0714285714285714,0.0,0.19999999999999996,1,read_only_v1_output,False,0.9913232326507568,False,1.1020338319940493
0,0.625,0.7619047619047619,0.9,0.9473684210526315,False,False,success,32,0.023805101813195506,base_lm,v1_base,v1_rad_scalar_reward,3.366478443145752,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000058,negative,0.09999999999999998,0.052631578947368474,0.23809523809523814,1,read_only_v1_output,False,0.004413273651152849,False,0.7617632580222562
0,0.5434782608695652,0.8214285714285714,0.9629629629629629,1.0,False,False,success,32,0.024713795031857444,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,8.638681411743164,1.5660884385972442,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000058,negative,0.03703703703703709,0.0,0.1785714285714286,1,read_only_v1_output,False,0.010500609874725342,False,0.7908414410194382
1,0.5681818181818181,0.8461538461538461,0.92,0.9583333333333334,False,False,success,32,0.022484995344711933,best_heuristic,v1_heuristic,v1_rad_scalar_reward,5.3481879234313965,0.5886594890635533,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000058,negative,0.07999999999999996,0.04166666666666663,0.15384615384615385,1,read_only_v1_output,False,0.9985540509223938,False,0.7195198510307819
1,0.5294117647058824,0.68,0.75,0.782608695652174,False,False,success,32,0.03847305387535016,learned_router,v1_router,v1_rad_scalar_reward,4.994805335998535,0.4836884953676457,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000058,negative,0.25,0.21739130434782605,0.31999999999999995,1,read_only_v1_output,False,0.9988991022109985,False,1.2311377240112051
1,0.5833333333333334,0.41379310344827586,0.5357142857142857,0.6296296296296297,False,False,success,32,0.019563505968108075,base_lm,v1_base,v1_rad_scalar_reward,9.358902931213379,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000059,negative,0.4642857142857143,0.37037037037037035,0.5862068965517242,1,read_only_v1_output,False,0.994193971157074,False,0.6260321909794584
1,0.5,0.6666666666666666,0.8275862068965517,0.8571428571428571,False,False,success,32,0.03552985865462688,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,11.39977741241455,0.21806770475143428,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000059,negative,0.1724137931034483,0.1428571428571429,0.33333333333333337,1,read_only_v1_output,False,0.9985533356666565,False,1.13695547694806
1,0.5208333333333334,0.7741935483870968,0.9666666666666667,1.0,False,False,success,32,0.024653704749653116,best_heuristic,v1_heuristic,v1_rad_scalar_reward,11.970219612121582,0.2790195282610594,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000059,negative,0.033333333333333326,0.0,0.22580645161290325,1,read_only_v1_output,False,0.9988308548927307,False,0.7889185519888997
1,0.5,0.6333333333333333,0.8620689655172413,0.9642857142857143,False,False,success,32,0.038954557094257325,learned_router,v1_router,v1_rad_scalar_reward,10.481474876403809,0.11994695889477386,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000059,negative,0.13793103448275867,0.0357142857142857,0.3666666666666667,1,read_only_v1_output,False,0.9941418766975403,False,1.2465458270162344
1,0.5952380952380952,0.75,0.9629629629629629,1.0,False,False,success,32,0.03638650668654009,base_lm,v1_base,v1_rad_scalar_reward,7.3818440437316895,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000060,negative,0.03703703703703709,0.0,0.25,1,read_only_v1_output,False,0.9930943250656128,False,1.1643682139692828
1,0.6086956521739131,0.8214285714285714,1.0,1.0,False,False,success,32,0.01840834143513348,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,14.159568786621094,0.9181614651754565,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000060,negative,0.0,0.0,0.1785714285714286,1,read_only_v1_output,False,0.9983813762664795,False,0.5890669259242713
1,0.5476190476190477,0.7777777777777778,0.9230769230769231,1.0,False,False,success,32,0.03849111296949559,best_heuristic,v1_heuristic,v1_rad_scalar_reward,10.35936164855957,0.4033568830753404,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000060,negative,0.07692307692307687,0.0,0.2222222222222222,1,read_only_v1_output,False,0.994195818901062,False,1.2317156150238588
1,0.5869565217391304,0.8518518518518519,1.0,1.0,False,False,success,32,0.037801990500156535,learned_router,v1_router,v1_rad_scalar_reward,8.655570983886719,0.17254861151349,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000060,negative,0.0,0.0,0.14814814814814814,1,read_only_v1_output,False,0.9978093504905701,False,1.2096636960050091
0,0.55,0.4166666666666667,0.5217391304347826,0.6363636363636364,False,False,success,32,0.03738017906289315,base_lm,v1_base,v1_rad_scalar_reward,4.499229907989502,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000061,negative,0.4782608695652174,0.36363636363636365,0.5833333333333333,1,read_only_v1_output,False,0.000500586349517107,False,1.1961657300125808
1,0.5333333333333333,0.75,0.8947368421052632,0.9444444444444444,False,False,success,32,0.034836192968214164,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,9.322417259216309,1.0720028649040667,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000061,negative,0.10526315789473684,0.05555555555555558,0.25,1,read_only_v1_output,False,0.9945334196090698,False,1.1147581749828532
1,0.7777777777777778,0.5294117647058824,0.5625,0.6,False,False,success,32,0.03666758002873394,best_heuristic,v1_heuristic,v1_rad_scalar_reward,3.7850332260131836,-0.1587375387748211,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000061,negative,0.4375,0.4,0.47058823529411764,1,read_only_v1_output,False,0.9972122311592102,False,1.173362560919486
1,0.5909090909090909,0.4583333333333333,0.5652173913043478,0.6363636363636364,False,False,success,32,0.02884940922012902,learned_router,v1_router,v1_rad_scalar_reward,6.0366644859313965,0.3417106058998668,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000061,negative,0.4347826086956522,0.36363636363636365,0.5416666666666667,1,read_only_v1_output,False,0.9988773465156555,False,0.9231810950441286
0,0.6944444444444444,0.6666666666666666,0.8461538461538461,0.96,False,False,success,32,0.020183057778922375,base_lm,v1_base,v1_rad_scalar_reward,3.69374418258667,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000062,negative,0.15384615384615385,0.040000000000000036,0.33333333333333337,1,read_only_v1_output,False,0.01081392727792263,False,0.645857848925516
0,0.5769230769230769,0.5416666666666666,0.6521739130434783,0.6818181818181818,False,False,success,32,0.03415766059697489,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,4.521252155303955,0.22402958402435832,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000062,negative,0.34782608695652173,0.31818181818181823,0.45833333333333337,1,read_only_v1_output,False,0.010544582270085812,False,1.0930451391031966
0,0.6666666666666666,0.6521739130434783,0.8181818181818182,0.9523809523809523,False,False,success,32,0.032703425000363495,best_heuristic,v1_heuristic,v1_rad_scalar_reward,4.1937432289123535,0.13536374518918154,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000062,negative,0.18181818181818177,0.04761904761904767,0.34782608695652173,1,read_only_v1_output,False,0.007124848663806915,False,1.0465096000116318
0,0.5789473684210527,0.6785714285714286,0.8888888888888888,0.9230769230769231,False,False,success,32,0.017466544686612906,learned_router,v1_router,v1_rad_scalar_reward,4.1937432289123535,0.13536374518918154,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000062,negative,0.11111111111111116,0.07692307692307687,0.3214285714285714,1,read_only_v1_output,False,0.006902308203279972,False,0.558929429971613
0,0.575,0.7407407407407407,0.9230769230769231,1.0,False,False,success,32,0.01639806625098572,base_lm,v1_base,v1_rad_scalar_reward,6.432274341583252,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000063,negative,0.07692307692307687,0.0,0.2592592592592593,1,read_only_v1_output,False,0.0010475516319274902,False,0.5247381200315431
0,0.5833333333333334,0.8571428571428571,1.0,1.0,False,False,success,32,0.037760338876978494,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,8.099455833435059,0.2591900474570622,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000063,negative,0.0,0.0,0.1428571428571429,1,read_only_v1_output,False,0.001224246807396412,False,1.2083308440633118
0,0.5789473684210527,0.7307692307692307,0.96,1.0,False,False,success,32,0.01772526812419528,best_heuristic,v1_heuristic,v1_rad_scalar_reward,7.161718845367432,0.11340382344522837,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000063,negative,0.040000000000000036,0.0,0.2692307692307693,1,read_only_v1_output,False,0.0017534404760226607,False,0.567208579974249
0,0.5789473684210527,0.7307692307692307,0.96,1.0,False,False,success,32,0.0406848072198045,learned_router,v1_router,v1_rad_scalar_reward,6.363547325134277,-0.010684714736849675,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000063,negative,0.040000000000000036,0.0,0.2692307692307693,1,read_only_v1_output,False,0.001993885962292552,False,1.301913831033744
0,0.5333333333333333,0.7142857142857143,0.9,1.0,False,False,success,32,0.039671856404311256,base_lm,v1_base,v1_rad_scalar_reward,16.45749855041504,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000064,negative,0.09999999999999998,0.0,0.2857142857142857,1,read_only_v1_output,False,0.005960159469395876,False,1.2694994049379602
1,0.5,1.0,1.0,1.0,False,False,success,32,0.02999065890617203,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,20.203571319580078,0.22762102987215924,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000064,negative,0.0,0.0,0.0,1,read_only_v1_output,False,0.9888491630554199,False,0.959701084997505
0,0.5,0.9090909090909091,1.0,1.0,False,False,success,32,0.019539128748874646,best_heuristic,v1_heuristic,v1_rad_scalar_reward,16.71666717529297,0.015747753164553294,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000064,negative,0.0,0.0,0.09090909090909094,1,read_only_v1_output,False,0.09598816186189651,False,0.6252521199639887
1,0.5,0.8,0.8888888888888888,1.0,False,False,success,32,0.041421859939873684,learned_router,v1_router,v1_rad_scalar_reward,14.89717960357666,-0.09480899798098597,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000064,negative,0.11111111111111116,0.0,0.19999999999999996,1,read_only_v1_output,False,0.9826664924621582,False,1.325499518075958
0,0.5652173913043478,0.92,1.0,1.0,False,False,success,32,0.03716603406064678,base_lm,v1_base,v1_rad_scalar_reward,4.468578338623047,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000065,negative,0.0,0.0,0.07999999999999996,1,read_only_v1_output,False,0.0023622799199074507,False,1.189313089940697
0,0.5909090909090909,0.9565217391304348,1.0,1.0,False,False,success,32,0.034725432873528916,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,5.254998207092285,0.1759888288568231,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000065,negative,0.0,0.0,0.04347826086956519,1,read_only_v1_output,False,0.022433072328567505,False,1.1112138519529253
1,0.5909090909090909,0.8461538461538461,1.0,1.0,False,False,success,32,0.020516281751042698,best_heuristic,v1_heuristic,v1_rad_scalar_reward,4.017360210418701,-0.10097576768529577,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000065,negative,0.0,0.0,0.15384615384615385,1,read_only_v1_output,False,0.9966101050376892,False,0.6565210160333663
1,0.5909090909090909,0.8461538461538461,1.0,1.0,False,False,success,32,0.038707300343958195,learned_router,v1_router,v1_rad_scalar_reward,4.017360210418701,-0.10097576768529577,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000065,negative,0.0,0.0,0.15384615384615385,1,read_only_v1_output,False,0.9966101050376892,False,1.2386336110066622
0,0.5769230769230769,0.5,0.68,0.8333333333333334,False,False,success,32,0.04026396512563224,base_lm,v1_base,v1_rad_scalar_reward,9.053260803222656,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000066,negative,0.31999999999999995,0.16666666666666663,0.5,1,read_only_v1_output,False,0.001911449944600463,False,1.2884468840202317
1,0.5,0.39285714285714285,0.48148148148148145,0.5,False,False,success,32,0.039199092250782996,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,8.706436157226562,-0.03830936206682965,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000066,negative,0.5185185185185186,0.5,0.6071428571428572,1,read_only_v1_output,False,0.9987945556640625,False,1.2543709520250559
1,0.5,0.6666666666666666,0.8260869565217391,0.8636363636363636,False,False,success,32,0.036170841500279494,best_heuristic,v1_heuristic,v1_rad_scalar_reward,11.511648178100586,0.271547172705201,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000066,negative,0.17391304347826086,0.13636363636363635,0.33333333333333337,1,read_only_v1_output,False,0.9988309741020203,False,1.1574669280089438
1,0.525,0.7692307692307693,0.96,1.0,False,False,success,32,0.019187128156772815,learned_router,v1_router,v1_rad_scalar_reward,10.50196647644043,0.16002031806065756,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000066,negative,0.040000000000000036,0.0,0.23076923076923073,1,read_only_v1_output,False,0.9813289642333984,False,0.6139881010167301
1,0.5714285714285714,0.4827586206896552,0.7142857142857143,0.8518518518518519,False,False,success,32,0.022090698908868944,base_lm,v1_base,v1_rad_scalar_reward,9.846434593200684,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000067,negative,0.2857142857142857,0.14814814814814814,0.5172413793103448,1,read_only_v1_output,False,0.9794496297836304,False,0.7069023650838062
1,0.5454545454545454,0.7333333333333333,0.9310344827586207,1.0,False,False,success,32,0.02009120534421527,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,14.270624160766602,0.4493189413578169,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:negative:00000067,negative,0.06896551724137934,0.0,0.2666666666666667,1,read_only_v1_output,False,0.9858864545822144,False,0.6429185710148886
